,date,item
3679,2021-01-08T20:16:52.283Z,Challenge
3685,2021-01-08T19:54:56.483Z,Basic Commands
3688,2021-01-08T20:31:35.234Z,Challenge
3689,2021-01-08T21:30:22.964Z,Repeat
3691,2021-01-08T21:56:56.202Z,Challenge
3692,2021-01-08T17:32:41.753Z,Repeat
3694,2021-01-08T18:06:43.727Z,Repeat
3708,2021-01-08T20:00:25.448Z,Challenge
3716,2021-01-08T20:11:08.789Z,Challenge
3739,2021-01-08T20:32:33.180Z,Challenge
3742,2021-01-08T20:15:23.493Z,Challenge
3746,2021-01-08T19:59:50.948Z,Repeat
3750,2021-01-08T20:07:45.297Z,Challenge
3762,2021-01-08T20:31:03.332Z,Challenge
3766,2021-01-08T20:03:22.208Z,Challenge
3772,2021-01-08T11:12:36.983Z,KarelCommandsPlaceStone
3776,2021-01-08T19:52:29.022Z,Function
3777,2021-01-08T20:13:13.709Z,Challenge
3778,2021-01-08T22:01:43.487Z,Challenge
3779,2021-01-08T20:10:14.571Z,Repeat
3780,2021-01-08T20:22:18.983Z,Combine
3785,2021-01-08T17:33:57.871Z,dashboard
3786,2021-01-08T20:16:52.948Z,Challenge
3787,2021-01-08T19:56:39.373Z,ModifyMoves
3798,2021-01-08T19:58:06.955Z,Combine
3811,2021-01-08T11:25:41.125Z,Function
3814,2021-01-08T19:54:12.326Z,Basic Commands
3819,2021-01-08T11:23:04.358Z,Function
3822,2021-01-08T11:03:39.044Z,Function
3826,2021-01-08T20:15:58.697Z,Repeat
3829,2021-01-08T20:21:27.213Z,Challenge
3848,2021-01-08T20:17:11.396Z,Challenge
3851,2021-01-08T20:03:22.646Z,Challenge
3856,2021-01-08T21:29:15.576Z,Function
3862,2021-01-08T20:03:21.639Z,Challenge
3866,2021-01-08T22:02:06.046Z,Challenge
3869,2021-01-08T21:28:06.718Z,Function
3881,2021-01-08T20:13:25.270Z,Challenge
3884,2021-01-08T19:55:13.837Z,Repeat
3889,2021-01-08T20:08:07.862Z,Challenge
3897,2021-01-08T20:21:10.724Z,Combine
3901,2021-01-08T11:13:41.739Z,Basic Commands
3907,2021-01-08T19:58:13.983Z,Function
3911,2021-01-08T20:11:54.130Z,Repeat
3935,2021-01-08T20:20:11.872Z,Combine
3942,2021-01-08T20:06:14.543Z,Repeat
3946,2021-01-08T18:02:15.727Z,Repeat
3948,2021-01-08T19:55:12.722Z,Repeat
3956,2021-01-08T21:56:41.613Z,Challenge
3958,2021-01-08T20:11:09.195Z,Challenge
3964,2021-01-08T20:02:53.490Z,Challenge
3969,2021-01-08T18:37:41.032Z,Repeat
3970,2021-01-08T20:21:39.881Z,Combine
3991,2021-01-08T21:28:49.342Z,Function
4007,2021-01-08T17:45:16.031Z,Repeat
4014,2021-01-08T20:07:42.926Z,Challenge
4015,2021-01-08T20:05:53.453Z,Challenge
4046,2021-01-08T19:55:54.693Z,Repeat
4049,2021-01-08T18:30:14.819Z,KarelCommandsMove
4053,2021-01-08T18:13:11.133Z,
4057,2021-01-08T19:54:26.319Z,Basic Commands
4062,2021-01-08T21:29:16.040Z,Function
4066,2021-01-08T20:15:27.013Z,Challenge
4086,2021-01-08T20:20:03.148Z,Combine
4093,2021-01-08T20:22:17.564Z,Challenge
4094,2021-01-08T20:07:50.119Z,Challenge
4121,2021-01-08T20:28:02.098Z,Challenge
4131,2021-01-08T20:10:55.296Z,Repeat
4157,2021-01-08T21:31:42.729Z,Repeat
4158,2021-01-08T19:47:54.660Z,Basic Commands
4173,2021-01-08T20:09:20.667Z,Challenge
4183,2021-01-08T20:02:17.795Z,Function
4191,2021-01-08T18:44:16.603Z,Challenge
4192,2021-01-08T20:07:11.890Z,Challenge
4211,2021-01-08T20:32:14.799Z,Challenge
4212,2021-01-08T20:17:52.805Z,Repeat
4217,2021-01-08T21:57:47.376Z,Challenge
4219,2021-01-08T11:13:24.824Z,Basic Commands
4221,2021-01-08T20:13:23.784Z,Challenge
4222,2021-01-08T18:14:15.981Z,IntroExplainTasks
4225,2021-01-08T17:31:59.175Z,Basic Commands
4235,2021-01-08T16:28:55.245Z,Function
4239,2021-01-08T20:02:00.969Z,Function
4244,2021-01-08T19:57:28.135Z,Combine
4254,2021-01-08T10:26:39.283Z,Function
4255,2021-01-08T19:56:11.535Z,IntroExplainEditor
4265,2021-01-08T17:36:31.087Z,Function
4304,2021-01-08T20:26:30.356Z,Challenge
4311,2021-01-08T21:31:42.741Z,Repeat
4320,2021-01-08T20:11:31.316Z,Repeat
4326,2021-01-08T20:29:17.941Z,Challenge
4328,2021-01-08T20:04:52.359Z,Repeat
4329,2021-01-08T20:31:19.596Z,Challenge
4332,2021-01-08T21:27:11.046Z,Basic Commands
4333,2021-01-08T20:32:23.248Z,Challenge
4335,2021-01-08T20:14:58.633Z,Challenge
4337,2021-01-08T20:28:07.795Z,Challenge
4340,2021-01-08T19:55:49.826Z,Repeat
4346,2021-01-08T20:27:36.121Z,Challenge
4349,2021-01-08T20:03:20.090Z,Challenge
4354,2021-01-08T20:10:37.441Z,Challenge
4356,2021-01-08T17:57:52.675Z,Basic Commands
4358,2021-01-08T20:18:57.739Z,Challenge
4367,2021-01-08T19:54:16.500Z,Basic Commands
4369,2021-01-08T20:32:25.028Z,Challenge
4384,2021-01-08T20:19:10.865Z,Challenge
4395,2021-01-08T18:36:17.685Z,Repeat
4404,2021-01-08T21:56:50.382Z,Challenge
4416,2021-01-08T18:02:23.355Z,Repeat
4418,2021-01-08T20:28:14.038Z,Challenge
4419,2021-01-08T20:15:13.412Z,Challenge
4433,2021-01-08T20:27:48.837Z,Challenge
4438,2021-01-08T19:19:23.130Z,Basic Commands
4442,2021-01-08T17:37:39.922Z,CommandsB
4443,2021-01-08T18:18:16.802Z,Combine
4444,2021-01-08T20:02:55.010Z,Function
4459,2021-01-08T20:31:59.293Z,Challenge
4464,2021-01-08T10:53:20.484Z,Function
4470,2021-01-08T22:01:54.423Z,Challenge
4491,2021-01-08T20:31:17.459Z,Challenge
4496,2021-01-08T20:35:27.702Z,Challenge
4527,2021-01-08T20:28:04.715Z,Challenge
4535,2021-01-08T18:02:05.695Z,Repeat
4539,2021-01-08T19:57:33.416Z,Basic Commands
4546,2021-01-08T20:29:35.053Z,Challenge
4550,2021-01-08T18:39:18.969Z,Combine
4552,2021-01-08T11:06:08.306Z,Function
4573,2021-01-08T18:30:17.331Z,PreDone
4581,2021-01-08T20:01:30.161Z,Function
4584,2021-01-08T20:33:17.711Z,Challenge
4586,2021-01-08T20:14:24.824Z,Challenge
4607,2021-01-08T20:03:25.911Z,Challenge
4622,2021-01-08T19:55:12.739Z,Repeat
4629,2021-01-08T18:36:07.626Z,Repeat
4630,2021-01-08T17:34:49.999Z,dashboard
4631,2021-01-08T19:53:42.360Z,Repeat
4634,2021-01-08T20:37:29.297Z,Challenge
4645,2021-01-08T16:32:50.127Z,Basic Commands
4650,2021-01-08T20:31:56.597Z,Challenge
4665,2021-01-08T19:54:42.288Z,KarelCommandsMove
4675,2021-01-08T20:01:03.927Z,Function
4689,2021-01-08T10:54:30.786Z,Function
4697,2021-01-08T20:15:14.383Z,Challenge
4701,2021-01-08T19:33:44.633Z,Basic Commands
4703,2021-01-08T18:02:14.529Z,Repeat
4712,2021-01-08T18:39:15.695Z,Combine
4726,2021-01-08T18:13:13.673Z,FirstProgram
4730,2021-01-08T20:19:14.758Z,Challenge
4740,2021-01-08T17:44:43.661Z,Basic Commands
4751,2021-01-08T20:09:47.989Z,Challenge
4762,2021-01-08T20:27:21.263Z,Challenge
4763,2021-01-08T20:17:06.174Z,Challenge
4771,2021-01-08T20:21:53.210Z,Combine
4772,2021-01-08T16:32:11.283Z,Basic Commands
4778,2021-01-08T19:32:39.733Z,ModifyMoves
4781,2021-01-08T20:22:45.771Z,Combine
4782,2021-01-08T19:55:39.194Z,CommandsB
4787,2021-01-08T21:29:17.898Z,Function
4794,2021-01-08T19:33:39.987Z,Basic Commands
4805,2021-01-08T18:30:14.683Z,MeetKarel
4807,2021-01-08T17:29:56.943Z,Function
4808,2021-01-08T19:33:45.775Z,Basic Commands
4810,2021-01-08T16:32:52.613Z,Basic Commands
4813,2021-01-08T20:07:17.858Z,Challenge
4814,2021-01-08T17:54:13.620Z,Repeat
4821,2021-01-08T20:16:58.959Z,Challenge
4822,2021-01-08T20:03:39.432Z,Function
4836,2021-01-08T19:32:46.144Z,Basic Commands
4841,2021-01-08T20:12:22.556Z,Challenge
4846,2021-01-08T20:09:03.257Z,Challenge
4847,2021-01-08T20:09:11.278Z,Repeat
4857,2021-01-08T11:03:19.851Z,Function
4863,2021-01-08T19:57:56.921Z,Basic Commands
4868,2021-01-08T19:47:13.058Z,KarelCommandsTurnLeft
4872,2021-01-08T20:16:26.685Z,Repeat
4876,2021-01-08T17:36:15.565Z,Basic Commands
4891,2021-01-08T11:01:21.672Z,Function
4893,2021-01-08T21:28:21.899Z,Function
4895,2021-01-08T10:54:26.227Z,Function
4896,2021-01-08T20:03:22.213Z,Challenge
4897,2021-01-08T20:31:35.236Z,Challenge
4910,2021-01-08T20:32:55.205Z,Challenge
4926,2021-01-08T19:53:21.847Z,ModifyMoves
4931,2021-01-08T19:55:54.689Z,Repeat
4937,2021-01-08T20:19:56.160Z,Challenge
4943,2021-01-08T20:07:11.884Z,Challenge
4944,2021-01-08T21:59:47.547Z,Challenge
4946,2021-01-08T17:33:04.708Z,Combine
4962,2021-01-08T18:41:13.962Z,Combine
4972,2021-01-08T11:01:05.547Z,Function
4978,2021-01-08T20:05:51.771Z,Challenge
4987,2021-01-08T19:58:00.056Z,Basic Commands
5001,2021-01-08T10:22:47.493Z,Basic Commands
5007,2021-01-08T20:03:37.471Z,Function
5009,2021-01-08T20:03:29.106Z,Challenge
5011,2021-01-08T17:36:50.065Z,Repeat
5022,2021-01-08T20:18:43.664Z,Challenge
5033,2021-01-08T20:27:48.805Z,Challenge
5036,2021-01-08T20:03:51.943Z,Function
5049,2021-01-08T20:22:14.411Z,Challenge
5050,2021-01-08T21:31:10.695Z,Repeat
5054,2021-01-08T19:58:30.688Z,Function
5058,2021-01-08T16:34:53.870Z,Function
5059,2021-01-08T11:12:36.556Z,KarelCommandsMove
5068,2021-01-08T19:56:36.867Z,ModifyMoves
5075,2021-01-08T20:09:45.437Z,Repeat
5078,2021-01-08T20:31:03.335Z,Challenge
5085,2021-01-08T18:41:17.601Z,Combine
5087,2021-01-08T21:56:41.589Z,Challenge
5091,2021-01-08T19:19:04.406Z,ModifyMoves
5098,2021-01-08T20:06:27.060Z,Repeat
5102,2021-01-08T20:11:48.098Z,Challenge
5121,2021-01-08T21:52:26.019Z,Challenge
5126,2021-01-08T18:39:56.118Z,Combine
5146,2021-01-08T20:15:32.780Z,Challenge
5151,2021-01-08T20:21:30.828Z,Combine
5153,2021-01-08T20:00:23.564Z,Repeat
5160,2021-01-08T20:17:31.455Z,Repeat
5162,2021-01-08T19:55:03.170Z,Repeat
5164,2021-01-08T21:58:37.567Z,Challenge
5171,2021-01-08T18:18:05.570Z,Basic Commands
5180,2021-01-08T20:11:43.095Z,Repeat
5189,2021-01-08T20:36:07.784Z,Challenge
5190,2021-01-08T18:02:50.005Z,Repeat
5202,2021-01-08T20:28:04.820Z,Challenge
5203,2021-01-08T20:09:59.811Z,Challenge
5204,2021-01-08T17:54:35.399Z,Basic Commands
5207,2021-01-08T20:31:24.324Z,Challenge
5213,2021-01-08T20:07:58.953Z,Challenge
5220,2021-01-08T21:32:19.024Z,Repeat
5232,2021-01-08T19:54:50.063Z,Basic Commands
5243,2021-01-08T10:49:35.953Z,Function
5244,2021-01-08T20:15:25.616Z,Challenge
5252,2021-01-08T20:21:12.668Z,Challenge
5254,2021-01-08T22:00:28.200Z,Challenge
5261,2021-01-08T20:17:33.954Z,Challenge
5264,2021-01-08T10:52:40.273Z,Function
5265,2021-01-08T18:29:57.262Z,PostSurvey
5266,2021-01-08T19:55:20.553Z,Repeat
5269,2021-01-08T20:14:51.483Z,Challenge
5278,2021-01-08T20:14:24.455Z,Challenge
5285,2021-01-08T19:57:17.607Z,Function
5294,2021-01-08T17:45:02.964Z,Function
5297,2021-01-08T20:03:24.450Z,Function
5301,2021-01-08T19:55:20.537Z,Repeat
5304,2021-01-08T19:52:07.914Z,Basic Commands
5313,2021-01-08T20:15:26.203Z,Challenge
5322,2021-01-08T20:01:18.552Z,Repeat
5324,2021-01-08T21:50:01.196Z,Challenge
5334,2021-01-08T20:01:37.424Z,Challenge
5335,2021-01-08T20:11:48.947Z,Challenge
5338,2021-01-08T18:42:03.899Z,PostSurvey
5340,2021-01-08T18:23:45.783Z,FirstProgram
5370,2021-01-08T18:39:16.870Z,Basic Commands
5385,2021-01-08T20:20:31.488Z,Challenge
5388,2021-01-08T20:11:21.681Z,Challenge
5410,2021-01-08T20:00:27.424Z,Function
5414,2021-01-08T11:12:36.407Z,MeetKarel
5415,2021-01-08T17:36:54.017Z,Repeat
5420,2021-01-08T20:11:16.607Z,Challenge
5430,2021-01-08T18:23:44.593Z,PreIntro
5436,2021-01-08T20:26:24.812Z,Challenge
5438,2021-01-08T20:11:48.075Z,Challenge
5473,2021-01-08T19:57:24.250Z,Basic Commands
5477,2021-01-08T20:01:49.034Z,Function
5480,2021-01-08T20:01:38.565Z,Function
5489,2021-01-08T20:34:56.601Z,Challenge
5492,2021-01-08T20:10:33.314Z,Repeat
5499,2021-01-08T20:13:22.937Z,Challenge
5502,2021-01-08T19:33:42.659Z,Basic Commands
5503,2021-01-08T20:32:25.025Z,Challenge
5507,2021-01-08T20:03:22.211Z,Challenge
5508,2021-01-08T19:19:26.369Z,Basic Commands
5509,2021-01-08T11:22:41.772Z,Function
5510,2021-01-08T20:14:13.408Z,Challenge
5512,2021-01-08T20:31:57.867Z,Challenge
5514,2021-01-08T20:15:25.567Z,Challenge
5515,2021-01-08T20:27:56.709Z,Challenge
5518,2021-01-08T21:23:55.073Z,CommandsB
5522,2021-01-08T20:15:31.496Z,Challenge
5534,2021-01-08T19:34:16.234Z,Function
5535,2021-01-08T19:19:39.203Z,dashboard
5543,2021-01-08T20:02:46.274Z,Basic Commands
5546,2021-01-08T19:56:23.197Z,Function
5550,2021-01-08T20:05:53.458Z,Challenge
5554,2021-01-08T21:30:57.793Z,Repeat
5555,2021-01-08T11:13:17.685Z,Basic Commands
5564,2021-01-08T20:16:14.731Z,Repeat
5579,2021-01-08T18:32:30.587Z,PreIntro
5581,2021-01-08T19:53:28.351Z,Repeat
5596,2021-01-08T20:00:26.822Z,Function
5598,2021-01-08T19:51:32.939Z,Basic Commands
5607,2021-01-08T20:31:57.864Z,Challenge
5614,2021-01-08T20:06:40.290Z,Challenge
5646,2021-01-08T18:32:13.547Z,Challenge
5652,2021-01-08T20:27:07.894Z,Challenge
5653,2021-01-08T20:26:30.413Z,Challenge
5657,2021-01-08T21:32:36.018Z,Repeat
5669,2021-01-08T19:19:09.708Z,PreDone
5670,2021-01-08T21:49:38.157Z,Challenge
5676,2021-01-08T19:53:12.280Z,ModifyMoves
5682,2021-01-08T20:10:42.572Z,Challenge
5688,2021-01-08T19:58:07.058Z,Basic Commands
5691,2021-01-08T20:30:52.011Z,Challenge
5693,2021-01-08T19:54:48.924Z,KarelCommandsTurnLeft
5704,2021-01-08T21:56:21.477Z,Challenge
5721,2021-01-08T19:55:04.954Z,Repeat
5724,2021-01-08T17:35:39.598Z,FirstProgram
5732,2021-01-08T19:56:05.705Z,Repeat
5735,2021-01-08T20:00:21.692Z,Challenge
5752,2021-01-08T17:33:14.706Z,Combine
5762,2021-01-08T20:15:30.144Z,Challenge
5766,2021-01-08T21:55:47.325Z,Challenge
5771,2021-01-08T17:37:29.939Z,PreIntro
5794,2021-01-08T20:15:34.207Z,Challenge
5805,2021-01-08T21:50:11.498Z,Challenge
5806,2021-01-08T20:16:39.518Z,Challenge
5813,2021-01-08T17:36:37.378Z,Function
5815,2021-01-08T19:51:40.118Z,Basic Commands
5826,2021-01-08T19:47:33.991Z,CommandsB
5834,2021-01-08T18:06:04.926Z,Repeat
5836,2021-01-08T20:00:57.318Z,Repeat
5837,2021-01-08T20:21:59.692Z,Challenge
5844,2021-01-08T19:52:34.470Z,CommandsB
5855,2021-01-08T20:37:26.078Z,Challenge
5858,2021-01-08T17:14:25.329Z,Function
5860,2021-01-08T19:58:05.163Z,Basic Commands
5864,2021-01-08T20:14:55.947Z,Challenge
5865,2021-01-08T11:03:31.787Z,Function
5872,2021-01-08T21:54:33.631Z,Challenge
5876,2021-01-08T20:11:48.049Z,Challenge
5877,2021-01-08T19:51:46.221Z,Basic Commands
5882,2021-01-08T20:05:37.756Z,Repeat
5885,2021-01-08T18:39:00.629Z,Combine
5887,2021-01-08T17:34:06.671Z,dashboard
5888,2021-01-08T17:32:32.556Z,Repeat
5891,2021-01-08T21:54:27.881Z,Challenge
5896,2021-01-08T20:29:36.863Z,Challenge
5912,2021-01-08T20:04:40.125Z,Combine
5915,2021-01-08T18:41:13.943Z,Combine
5927,2021-01-08T20:21:04.114Z,Combine
5931,2021-01-08T18:23:45.333Z,KarelCommandsPlaceStone
5934,2021-01-08T20:32:14.812Z,Challenge
5939,2021-01-08T19:56:59.822Z,Repeat
5943,2021-01-08T20:39:15.902Z,Challenge
5948,2021-01-08T20:04:54.937Z,Challenge
5951,2021-01-08T17:32:20.368Z,Function
5952,2021-01-08T19:55:26.677Z,Repeat
5953,2021-01-08T20:34:49.587Z,Challenge
5954,2021-01-08T20:15:50.448Z,Repeat
5964,2021-01-08T21:50:41.225Z,Challenge
5966,2021-01-08T20:30:51.990Z,Challenge
5970,2021-01-08T20:11:15.693Z,Challenge
5973,2021-01-08T20:14:56.583Z,Challenge
5982,2021-01-08T18:02:17.715Z,Repeat
5989,2021-01-08T11:23:20.592Z,Function
5994,2021-01-08T20:07:21.992Z,Challenge
5998,2021-01-08T20:04:47.754Z,Challenge
6001,2021-01-08T20:02:40.402Z,Function
6003,2021-01-08T17:55:42.291Z,Basic Commands
6007,2021-01-08T18:31:27.002Z,CommandsA
6018,2021-01-08T18:33:59.557Z,Function
6025,2021-01-08T10:40:22.442Z,Function
6029,2021-01-08T20:06:40.895Z,Challenge
6037,2021-01-08T20:09:06.118Z,Challenge
6040,2021-01-08T19:57:36.428Z,Function
6046,2021-01-08T19:55:53.762Z,Function
6054,2021-01-08T20:16:42.358Z,Challenge
6057,2021-01-08T20:03:10.362Z,Challenge
6059,2021-01-08T19:53:43.661Z,Basic Commands
6071,2021-01-08T21:31:46.282Z,Repeat
6080,2021-01-08T20:28:10.823Z,Challenge
6085,2021-01-08T20:12:51.293Z,Challenge
6099,2021-01-08T21:54:33.734Z,Challenge
6100,2021-01-08T10:23:10.614Z,Basic Commands
6109,2021-01-08T21:28:44.408Z,Function
6116,2021-01-08T19:34:20.071Z,Repeat
6121,2021-01-08T20:15:08.800Z,Challenge
6125,2021-01-08T22:02:06.029Z,Challenge
6129,2021-01-08T18:42:13.717Z,PostSurvey
6132,2021-01-08T20:07:22.996Z,Challenge
6133,2021-01-08T20:14:56.536Z,Challenge
6137,2021-01-08T21:29:42.300Z,Repeat
6147,2021-01-08T20:00:09.816Z,Challenge
6154,2021-01-08T10:35:45.774Z,Function
6155,2021-01-08T20:15:51.749Z,Challenge
6162,2021-01-08T20:09:36.302Z,Repeat
6181,2021-01-08T17:36:10.728Z,Basic Commands
6187,2021-01-08T21:49:02.273Z,Challenge
6193,2021-01-08T17:44:40.565Z,Basic Commands
6197,2021-01-08T19:56:38.502Z,Function
6198,2021-01-08T16:30:39.680Z,Function
6199,2021-01-08T20:11:38.847Z,Challenge
6203,2021-01-08T20:07:46.561Z,Challenge
6204,2021-01-08T20:04:47.729Z,Challenge
6205,2021-01-08T21:58:37.582Z,Challenge
6211,2021-01-08T19:47:45.255Z,ModifyMoves
6232,2021-01-08T21:54:33.738Z,Challenge
6237,2021-01-08T20:20:36.873Z,Challenge
6253,2021-01-08T18:18:13.148Z,Repeat
6255,2021-01-08T20:03:29.101Z,Challenge
6262,2021-01-08T19:34:34.087Z,Challenge
6266,2021-01-08T20:07:22.011Z,Challenge
6268,2021-01-08T20:04:54.945Z,Challenge
6271,2021-01-08T17:35:37.802Z,KarelCommandsMove
6275,2021-01-08T20:33:34.957Z,Challenge
6280,2021-01-08T20:23:02.261Z,Challenge
6282,2021-01-08T20:17:55.995Z,Repeat
6288,2021-01-08T20:16:38.919Z,Repeat
6298,2021-01-08T21:30:30.958Z,Repeat
6301,2021-01-08T20:11:48.523Z,Repeat
6304,2021-01-08T18:30:26.748Z,Basic Commands
6307,2021-01-08T20:15:30.153Z,Challenge
6309,2021-01-08T20:15:46.853Z,Challenge
6317,2021-01-08T19:55:34.115Z,Repeat
6322,2021-01-08T19:57:31.601Z,Combine
6324,2021-01-08T17:36:21.250Z,Basic Commands
6327,2021-01-08T21:51:39.601Z,Challenge
6328,2021-01-08T17:36:41.875Z,Function
6334,2021-01-08T20:11:38.883Z,Challenge
6346,2021-01-08T20:31:33.504Z,Challenge
6349,2021-01-08T18:23:42.089Z,
6355,2021-01-08T17:32:38.419Z,Repeat
6371,2021-01-08T21:49:35.273Z,Challenge
6402,2021-01-08T20:19:55.547Z,Challenge
6403,2021-01-08T20:11:16.617Z,Challenge
6416,2021-01-08T17:32:55.482Z,Combine
6426,2021-01-08T20:00:48.798Z,Challenge
6437,2021-01-08T20:13:15.471Z,Challenge
6446,2021-01-08T18:18:09.502Z,Function
6454,2021-01-08T21:31:29.425Z,Repeat
6455,2021-01-08T20:32:02.281Z,Challenge
6456,2021-01-08T19:58:00.843Z,Combine
6458,2021-01-08T20:12:22.722Z,Repeat
6471,2021-01-08T19:52:01.156Z,Basic Commands
6491,2021-01-08T19:57:57.184Z,Function
6493,2021-01-08T19:47:09.708Z,KarelCommandsMove
6496,2021-01-08T19:51:47.623Z,Basic Commands
6509,2021-01-08T20:15:26.149Z,Challenge
6514,2021-01-08T21:58:10.426Z,Challenge
6520,2021-01-08T18:30:15.814Z,CommandsB
6523,2021-01-08T20:16:04.036Z,Challenge
6533,2021-01-08T20:30:53.542Z,Challenge
6535,2021-01-08T18:13:12.367Z,KarelCommandsPlaceStone
6543,2021-01-08T21:53:31.537Z,Challenge
6548,2021-01-08T20:28:16.572Z,Challenge
6554,2021-01-08T20:00:36.017Z,Function
6557,2021-01-08T18:33:11.237Z,PreDone
6563,2021-01-08T20:12:26.277Z,Repeat
6566,2021-01-08T11:14:35.660Z,Function
6569,2021-01-08T22:02:06.024Z,Challenge
6575,2021-01-08T20:14:24.137Z,Challenge
6588,2021-01-08T20:17:49.983Z,Repeat
6597,2021-01-08T21:31:34.369Z,Repeat
6600,2021-01-08T11:12:54.379Z,Basic Commands
6606,2021-01-08T18:31:26.586Z,KarelCommandsTurnLeft
6607,2021-01-08T19:54:47.186Z,Basic Commands
6610,2021-01-08T20:15:08.737Z,Repeat
6614,2021-01-08T21:49:52.277Z,Challenge
6621,2021-01-08T19:55:47.774Z,Function
6635,2021-01-08T20:22:06.864Z,Combine
6637,2021-01-08T19:32:41.750Z,IntroExplainTasks
6646,2021-01-08T17:45:21.843Z,Combine
6651,2021-01-08T20:02:20.809Z,Challenge
6656,2021-01-08T20:17:16.317Z,Challenge
6667,2021-01-08T19:34:29.381Z,Combine
6669,2021-01-08T20:17:28.273Z,Repeat
6674,2021-01-08T21:31:46.280Z,Repeat
6679,2021-01-08T18:01:40.380Z,Repeat
6686,2021-01-08T18:31:49.280Z,Repeat
6687,2021-01-08T19:57:56.006Z,Function
6693,2021-01-08T20:26:24.098Z,Challenge
6702,2021-01-08T20:07:46.566Z,Challenge
6704,2021-01-08T20:06:01.890Z,Challenge
6705,2021-01-08T20:14:59.397Z,Challenge
6708,2021-01-08T20:32:16.128Z,Challenge
6722,2021-01-08T20:07:18.630Z,Challenge
6727,2021-01-08T20:28:48.324Z,Challenge
6734,2021-01-08T18:02:26.298Z,Repeat
6744,2021-01-08T18:29:55.942Z,PostSurvey
6754,2021-01-08T19:55:00.657Z,KarelCommandsPlaceStone
6780,2021-01-08T20:14:56.527Z,Challenge
6781,2021-01-08T18:33:52.524Z,Function
6782,2021-01-08T20:03:20.684Z,Challenge
6787,2021-01-08T21:28:31.978Z,Function
6796,2021-01-08T18:01:43.326Z,Repeat
6808,2021-01-08T18:38:41.506Z,Combine
6809,2021-01-08T20:01:21.317Z,Challenge
6817,2021-01-08T19:55:03.165Z,Repeat
6831,2021-01-08T21:59:49.398Z,Challenge
6834,2021-01-08T19:57:56.019Z,Function
6847,2021-01-08T20:26:46.123Z,Challenge
6855,2021-01-08T20:24:09.157Z,Challenge
6862,2021-01-08T20:09:46.351Z,Challenge
6869,2021-01-08T19:55:03.160Z,Repeat
6878,2021-01-08T19:19:17.397Z,Basic Commands
6879,2021-01-08T19:54:06.783Z,ModifyMoves
6885,2021-01-08T18:32:34.552Z,KarelCommandsTurnLeft
6886,2021-01-08T17:44:58.890Z,Function
6887,2021-01-08T20:07:16.435Z,Challenge
6893,2021-01-08T10:51:49.721Z,Function
6900,2021-01-08T11:13:41.707Z,Basic Commands
6917,2021-01-08T20:14:58.628Z,Challenge
6922,2021-01-08T20:05:30.806Z,Repeat
6932,2021-01-08T21:49:00.581Z,Challenge
6942,2021-01-08T20:14:07.981Z,Challenge
6953,2021-01-08T20:10:40.139Z,Repeat
6955,2021-01-08T17:26:21.101Z,Function
6969,2021-01-08T18:33:47.159Z,Basic Commands
6970,2021-01-08T18:44:02.009Z,Combine
6981,2021-01-08T21:31:24.419Z,Repeat
6994,2021-01-08T20:21:08.793Z,Challenge
7001,2021-01-08T19:47:26.582Z,CommandsA
7005,2021-01-08T20:16:27.693Z,Challenge
7008,2021-01-08T20:15:34.219Z,Challenge
7013,2021-01-08T20:27:02.500Z,Challenge
7019,2021-01-08T20:04:08.104Z,Function
7023,2021-01-08T20:10:27.929Z,Challenge
7035,2021-01-08T20:07:58.945Z,Challenge
7036,2021-01-08T19:52:10.608Z,Basic Commands
7037,2021-01-08T18:06:06.128Z,Combine
7044,2021-01-08T20:00:07.419Z,Repeat
7045,2021-01-08T20:31:06.634Z,Challenge
7052,2021-01-08T21:30:46.603Z,Repeat
7062,2021-01-08T20:07:50.904Z,Challenge
7063,2021-01-08T19:19:14.310Z,Basic Commands
7064,2021-01-08T18:31:26.282Z,MeetKarel
7066,2021-01-08T20:30:43.778Z,Challenge
7077,2021-01-08T19:48:02.430Z,Basic Commands
7086,2021-01-08T20:11:38.872Z,Challenge
7090,2021-01-08T11:22:53.062Z,Function
7092,2021-01-08T20:07:46.555Z,Challenge
7099,2021-01-08T20:17:46.333Z,Challenge
7109,2021-01-08T18:34:02.148Z,Function
7115,2021-01-08T21:57:01.462Z,Challenge
7128,2021-01-08T20:07:17.848Z,Challenge
7139,2021-01-08T20:34:47.015Z,Challenge
7141,2021-01-08T11:13:43.833Z,Basic Commands
7150,2021-01-08T18:09:02.942Z,KarelCommandsPlaceStone
7152,2021-01-08T20:11:12.136Z,Challenge
7154,2021-01-08T20:22:16.885Z,Challenge
7157,2021-01-08T20:16:55.099Z,Repeat
7170,2021-01-08T20:02:45.112Z,Challenge
7175,2021-01-08T20:32:55.164Z,Challenge
7178,2021-01-08T20:28:14.391Z,Challenge
7180,2021-01-08T18:38:55.269Z,CommandsA
7182,2021-01-08T11:17:46.464Z,Function
7184,2021-01-08T20:33:00.495Z,Challenge
7196,2021-01-08T20:09:41.488Z,Challenge
7204,2021-01-08T20:13:27.005Z,Challenge
7208,2021-01-08T20:24:10.141Z,Challenge
7209,2021-01-08T21:56:48.948Z,Challenge
7210,2021-01-08T20:31:59.295Z,Challenge
7217,2021-01-08T20:04:50.021Z,Challenge
7234,2021-01-08T20:27:36.140Z,Challenge
