,userId,data,date,type,currentView,item
4405,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:57.756Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
4728,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""330""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:38.100Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
4824,47a8f09b-c74c-4d57-a382-9bdcca962df7,RepeatL3Dash5Good,2021-01-11T16:31:00.570Z,UPDATE_CURRENT_VIEW,RepeatL3Corner9,Combine
4853,47a8f09b-c74c-4d57-a382-9bdcca962df7,CommandsMLMR,2021-01-11T16:25:06.564Z,UPDATE_CURRENT_VIEW,dashboard,Basic Commands
4916,47a8f09b-c74c-4d57-a382-9bdcca962df7,MethodsStepUp,2021-01-11T16:26:43.237Z,UPDATE_CURRENT_VIEW,MethodsTurnAroundGood,Function
4920,47a8f09b-c74c-4d57-a382-9bdcca962df7,successful,2021-01-11T16:26:53.795Z,RUN_DONE,MethodsStepUp,Function
4997,47a8f09b-c74c-4d57-a382-9bdcca962df7,RepeatL2StepUpGood,2021-01-11T16:27:36.424Z,UPDATE_CURRENT_VIEW,RepeatL2StepUpBad,Repeat
5044,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:43.972Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
5163,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""376""><field name=""NAME"">turn right</field></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""456""><field name=""NAME"">tourner à droite</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:27:19.212Z,UPDATE_CODE_move,RepeatL2StepUpBad,Repeat
5225,47a8f09b-c74c-4d57-a382-9bdcca962df7,CommandsHouseBad,2021-01-11T16:25:16.734Z,UPDATE_CURRENT_VIEW,CommandsHouseGood,Basic Commands
5403,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">7</field></shadow></value><statement name=""DO""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""228""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:27:00.843Z,UPDATE_CODE_move,RepeatL2StepUpGood,Repeat
5595,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""380""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:41.724Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
5606,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""357""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:30:07.409Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
5725,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:54.392Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
5734,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:05.133Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
5747,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""307""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:55.458Z,UPDATE_CODE_delete,RepeatL2PlaceRow,Repeat
5828,47a8f09b-c74c-4d57-a382-9bdcca962df7,DiamondBad,2021-01-11T16:33:35.231Z,UPDATE_CURRENT_VIEW,DiamondGood,Challenge
5935,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""pickup 5""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""203""><field name=""NAME"">pickup 5</field><statement name=""STACK""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">5</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></statement></block></statement></block></xml>",2021-01-11T16:31:01.568Z,BUTTON_CLICK_run,RepeatL3Dash5Good,Combine
6120,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:15.390Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
6229,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""232""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:36.490Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
6252,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:13.541Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
6335,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:53.995Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
6462,47a8f09b-c74c-4d57-a382-9bdcca962df7,RepeatL3Dash5Bad,2021-01-11T16:31:06.765Z,UPDATE_CURRENT_VIEW,RepeatL3Dash5Good,Combine
6562,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></statement></block></xml>",2021-01-11T16:26:48.198Z,UPDATE_CODE_move,MethodsStepUp,Function
6565,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">5</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></statement><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-11T16:31:07.609Z,BUTTON_CLICK_run,RepeatL3Dash5Bad,Combine
6568,47a8f09b-c74c-4d57-a382-9bdcca962df7,DiamondGood,2021-01-11T16:33:32.610Z,UPDATE_CURRENT_VIEW,Checker,Challenge
6663,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:08.742Z,BUTTON_CLICK_run,CommandsMLMR,Basic Commands
6719,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block><block type=""karel_move"" disabled=""true"" x=""89"" y=""67""></block></xml>",2021-01-11T16:24:51.122Z,UPDATE_CODE_move,ModifyMoves,ModifyMoves
6731,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""430""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:49.226Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
6778,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:57.759Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
7089,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:05.140Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
7095,47a8f09b-c74c-4d57-a382-9bdcca962df7,successful,2021-01-11T16:26:16.513Z,RUN_DONE,CommandsMLMR,Basic Commands
7174,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext"" deletable=""false"" movable=""false"" editable=""false""><value name=""TIMES""><shadow type=""math_number"" editable=""false""><field name=""NUM"">7</field></shadow></value><statement name=""DO""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""228""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:27:02.855Z,BUTTON_CLICK_run,RepeatL2StepUpGood,Repeat
7785,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:12.852Z,BUTTON_CLICK_run,CommandsHouseGood,Basic Commands
7808,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:06.558Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
7926,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""332""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:57.757Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
8160,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:40.771Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
8199,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_place_stone""></block></next></block></statement></block></xml>",2021-01-11T16:31:45.161Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
8315,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""230""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:22.114Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
