ind,userId,data,date,type,currentView,item,button
3790,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""255""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:46.626Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
3745,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""255""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:46.632Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
4650,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""280""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:49.840Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
5487,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""280""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:49.849Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
6567,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""305""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:52.182Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
3212,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""305""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:52.191Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
6265,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""330""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:55.413Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
6503,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""330""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:52:55.424Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
2958,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""355""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:05.102Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
36,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""355""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:05.113Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
789,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_move"" x=""0"" y=""0""></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></statement></block><block type=""procedures_callnoargsnoreturn"" x=""38"" y=""49""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:18.072Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
5445,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_move"" x=""0"" y=""0""></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></statement></block><block type=""procedures_callnoargsnoreturn"" x=""35"" y=""52""><mutation name=""stone4""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:18.088Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
6038,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:19.065Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
5966,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:19.083Z,UPDATE_CODE_delete,RepeatL3Corner9,Combine,
5450,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:19.095Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
7126,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:21.976Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
2727,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:21.982Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
5072,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""130""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:23.645Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
4392,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""130""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:23.649Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
5366,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:26.406Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
6468,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></statement></block></xml>",2021-01-06T00:53:26.412Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
3740,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></statement></block></xml>",2021-01-06T00:53:34.081Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
6913,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></statement></block></xml>",2021-01-06T00:53:34.088Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
3200,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></statement></block></xml>",2021-01-06T00:53:34.092Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
714,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-06T00:53:35.970Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
4736,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-06T00:53:35.974Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
864,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""155""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-06T00:53:35.980Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
4264,5fe8d26e88f0577d2608884f,"<xml><block type=""procedures_callnoargsnoreturn"" x=""0"" y=""0""><mutation name=""stone4""></mutation></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block><block type=""karel_move"" x=""31"" y=""68""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""130""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-06T00:53:41.783Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
5071,5fe8d26e88f0577d2608884f,"<xml><block type=""procedures_callnoargsnoreturn"" x=""0"" y=""0""><mutation name=""stone4""></mutation></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""></block></next></block></statement></block><block type=""karel_move"" x=""20"" y=""68""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""stone4""></mutation></block></next></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""130""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-06T00:53:41.801Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
863,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">stone4</field><statement name=""STACK""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></statement></block></next></block></next></block></statement></block></xml>",2021-01-06T00:53:42.296Z,UPDATE_CODE_move,RepeatL3Corner9,Combine,
